Style	Schedule	ColorId	ProductionStartDate	OrderQty	FabHigherStatus	FabLowerStatus	FabStockPrecentage	STRIMHigherStatus	STRIMLowerStatus	STRIMStockPrecentage	PTRIMHigherStatus	PTRIMLowerStatus	PTRIMStockPrecentage
NK024BU8	530288	BLWHTWHTE      	7/20/2018	32	13	13	0	11	9	99	11	11	100
NK024BU8	530289	BLWDENIM       	7/20/2018	124	13	13	0	11	11	100	11	11	100
NK024BU8	530289	BLWHTWHTE      	7/20/2018	124	13	13	0	11	9	99	11	11	100
NK024BU8	530290	WHPNSOFTP      	7/23/2018	51	11	11	100	11	11	100	11	11	100
NK024BU8	530290	WHPNWHTE       	7/23/2018	51	11	11	100	11	9	99	11	11	100
NK024BU8	530291	WHPNSOFTP      	7/23/2018	203	13	13	0	11	11	100	11	11	100
NK024BU8	530291	WHPNWHTE       	7/23/2018	203	13	13	0	11	9	99	11	11	100
NK036BU8	530299	BLCBLC         	7/19/2018	80	13	13	0	13	9	0	13	13	0
NK036BU8	530299	PINKPINK       	7/19/2018	80	13	13	0	13	13	0	13	13	0
NK036BU8	530300	WHEBLCK        	7/19/2018	400	13	13	0	11	9	99	11	11	100
NK036BU8	530300	WTEWTE         	7/19/2018	400	13	13	0	11	9	99	11	11	100
NK036BU8	530301	WHEBLCK        	7/19/2018	100	13	13	0	11	9	99	11	11	100
NK036BU8	530301	WTEWTE         	7/19/2018	100	13	13	0	11	9	99	11	11	100
N020ABU8	530307	WWHTE          	7/19/2018	334	11	11	100	13	13	0	13	13	0
NK001CU8	530309	PNKPRNTDOT     	7/19/2018	45	13	13	0	11	9	100	11	11	100
NK001CU8	530309	PRNTSFTPNK     	7/19/2018	45	13	13	0	11	11	100	11	11	100
NK001CU8	530309	PRNTSFTRIP     	7/19/2018	45	13	13	0	11	9	100	11	11	100
NK001CU8	530310	PRINTBLDOT     	7/19/2018	233	13	13	0	11	9	100	11	11	100
NK001CU8	530310	PRNTSTRIP1     	7/19/2018	233	13	13	0	11	9	100	11	11	100
NK001CU8	530310	PRTBLBLCK      	7/20/2018	233	13	13	0	11	9	47	11	11	100
NK001CU8	530311	PRNTMELAED     	7/20/2018	172	13	13	0	11	9	100	11	11	100
NK001CU8	530311	PRNTMELANG     	7/20/2018	172	13	13	0	11	11	100	11	11	100
NK001CU8	530311	PTMGPTSTRS     	7/20/2018	172	13	13	0	11	9	100	11	11	100
NK001CU8	530312	PRINTBLDOT     	7/20/2018	60	11	11	100	11	9	100	11	11	100
NK001CU8	530312	PRNTSTRIP1     	7/20/2018	60	11	11	100	11	9	100	11	11	100
NK001CU8	530312	PRTBLBLCK      	7/20/2018	60	11	11	100	11	9	47	11	11	100
NK001CU8	530313	PRNTMELAED     	7/20/2018	44	11	11	100	11	9	100	11	11	100
NK001CU8	530313	PRNTMELANG     	7/20/2018	44	11	11	100	11	11	100	11	11	100
NK001CU8	530313	PTMGPTSTRS     	7/20/2018	44	11	11	100	11	9	100	11	11	100
NK001CU8	530314	PNKPRNTDOT     	7/20/2018	176	11	11	100	11	9	100	11	11	100
NK001CU8	530314	PRNTSFTPNK     	7/20/2018	176	11	11	100	11	11	100	11	11	100
NK001CU8	530314	PRNTSFTRIP     	7/20/2018	176	11	11	100	11	9	100	11	11	100
NK002CU8	530315	PRINMELA       	7/19/2018	38	11	11	100	13	13	0	13	13	0
NK002CU8	530315	PRINTELA       	7/19/2018	38	11	11	100	13	13	0	13	13	0
NK002CU8	530315	PRINTMELA      	7/19/2018	38	11	11	100	13	13	0	13	13	0
NK002EU8	530316	BBLACK         	7/19/2018	3025	13	13	0	13	9	0	13	13	0
NK002EU8	530317	BBLACK         	7/23/2018	755	13	13	0	13	2	0	13	13	0
NK002EU8	530318	SOLIDMBLCK     	7/23/2018	142	11	11	100	13	2	0	13	13	0
NK002EU8	530318	SOLMULPINK     	7/23/2018	142	11	11	100	13	13	0	13	13	0
NK002EU8	530318	SOLMULWHT      	7/23/2018	71	11	11	100	13	13	0	13	13	0
NK002EU8	530319	SOLIDMBLCK     	7/23/2018	588	13	13	0	11	2	33	11	11	100
NK002EU8	530319	SOLMULPINK     	7/24/2018	588	13	13	0	11	11	100	11	11	100
NK002EU8	530319	SOLMULWHT      	7/24/2018	294	13	13	0	11	9	86	11	11	100
NK002EU8	530320	WWHTE          	7/24/2018	580	11	11	100	11	9	33	11	11	100
NK002EU8	530321	WWHTE          	7/24/2018	2330	11	11	100	11	9	33	11	11	100
NK003CU8	530322	PRINMELA       	7/25/2018	45	11	11	100	11	9	50	11	11	100
NK003CU8	530322	PRINTELA       	7/25/2018	45	11	11	100	11	9	50	11	11	100
NK003CU8	530322	PRINTMELA      	7/25/2018	45	11	11	100	11	9	100	11	11	100
NK003CU8	530323	PRINSOFT       	7/25/2018	221	11	11	100	11	9	100	11	11	100
NK015EU8	530331	WWHTE          	7/20/2018	300	11	11	100	11	9	99	11	11	100
N020ABU8	530334	MEELANGE       	7/23/2018	360	11	11	100	11	9	99	11	11	100
N031ABU8	530337	BBLACK         	7/23/2018	218	11	11	100	11	2	99	11	11	100
N031ABU8	530338	MEELANGE       	7/24/2018	390	13	13	0	11	9	100	11	11	100
N031ABU8	530339	PRINTSTRPE     	7/24/2018	308	13	13	0	11	2	99	11	11	100
N031ABU8	530340	WWHTE          	7/24/2018	86	13	13	0	11	9	99	11	11	100
N031ABU8	530341	WWHTE          	7/24/2018	356	11	11	100	11	9	99	11	11	100
NK001EU8	530342	SOLIDMBLCK     	7/23/2018	148	11	11	100	11	2	31	11	11	100
NK001EU8	530342	SOLMULPINK     	7/23/2018	148	11	11	100	11	11	100	11	11	100
NK001EU8	530342	SOLMULWHT      	7/23/2018	74	11	11	100	11	9	100	11	11	100
NK001EU8	530343	WWHTE          	7/23/2018	1120	11	11	100	11	9	100	11	11	100
NK002CU8	530344	PNKPRNTDOT     	7/19/2018	148	11	11	100	13	13	0	13	13	0
NK002CU8	530344	PRINSOFT       	7/19/2018	148	11	11	100	13	13	0	13	13	0
NK002CU8	530344	PRNTSFTRIP     	7/19/2018	148	11	11	100	13	13	0	13	13	0
NK015EU8	530372	BBLACK         	7/23/2018	2000	11	11	100	11	2	99	11	11	100
NK015EU8	530373	BBLACK         	7/24/2018	500	11	11	100	11	2	99	11	11	100
NK015EU8	530374	MEELANGE       	7/24/2018	190	11	11	100	11	11	100	11	11	100
NK015EU8	530375	SONKFTPINK     	7/24/2018	535	11	11	100	11	11	100	11	11	100
NK015EU8	530376	SONKFTPINK     	7/24/2018	130	11	11	100	11	11	100	11	11	100
NK015EU8	530377	WWHTE          	7/24/2018	1200	11	11	100	11	9	99	11	11	100
NK023BU8	530383	BBLACK         	7/23/2018	968	11	11	100	11	2	99	11	11	100
NK023BU8	530384	BBLACK         	7/24/2018	244	11	9	61	11	2	99	11	11	100
NK023BU8	530385	BLMXBRGHT      	7/25/2018	62	11	11	100	11	11	100	11	11	100
NK023BU8	530385	BLMXDENM       	7/25/2018	62	11	11	100	11	11	100	11	11	100
NK023BU8	530386	PRWHPRSTRP     	7/25/2018	184	11	9	86	11	2	82	11	11	100
NK023BU8	530386	PRWHWHTE       	7/25/2018	184	11	11	100	11	9	99	11	11	100
NK023BU8	530387	WHPNSOFTP      	7/25/2018	86	11	11	100	11	11	100	11	11	100
NK023BU8	530387	WHPNWHTE       	7/25/2018	86	11	11	100	11	9	99	11	11	100
N020ABU8	530388	MEELANGE       	7/25/2018	90	13	13	0	11	9	99	11	11	100
N020ABU8	530389	WWHTE          	7/25/2018	80	13	13	0	11	9	99	11	11	100
N021ABU8	530390	BBLACK         	7/25/2018	438	9	9	0	14	2	99	11	11	100
N021ABU8	530391	BBLACK         	7/25/2018	108	13	13	0	14	2	99	11	11	100
N021ABU8	530392	MEELANGE       	7/25/2018	424	11	11	100	11	9	100	11	11	100
N021ABU8	530393	PRINTSTRPE     	7/25/2018	290	11	11	100	14	2	60	11	11	100
NK001EU8	530398	BBLACK         	7/23/2018	1600	11	11	100	11	2	31	11	11	100
NK001EU8	530399	BBLACK         	7/24/2018	400	9	9	0	11	2	31	11	11	100
NK001EU8	530400	SOLIDMBLCK     	7/24/2018	602	9	9	0	11	2	31	11	11	100
NK001EU8	530400	SOLMULPINK     	7/24/2018	602	11	11	100	11	11	100	11	11	100
NK001EU8	530400	SOLMULWHT      	7/25/2018	301	11	11	100	11	9	31	11	11	100
NK001EU8	530401	WWHTE          	7/25/2018	275	11	11	100	11	9	31	11	11	100
NK002CU8	530403	PRINTBLAC      	7/19/2018	32	11	11	100	13	13	0	13	13	0
NK002CU8	530403	PRINTBLDOT     	7/19/2018	32	11	11	100	13	13	0	13	13	0
NK002CU8	530403	PRNTAC         	7/19/2018	32	11	11	100	13	13	0	13	13	0
NK014CU8	530413	PRINTDOTP      	7/25/2018	60	11	11	100	11	9	99	11	11	100
NK015EU8	530418	MEELANGE       	7/25/2018	785	11	11	100	11	11	100	11	11	100
NK023BU8	530421	BLMXBRGHT      	7/25/2018	253	11	10	84	11	11	100	11	11	100
NK023BU8	530421	BLMXDENM       	7/25/2018	253	11	11	100	11	11	100	11	11	100
CA3314C8	530426	965JY72        	7/20/2018	882	11	5	7	14	2	93	14	5	100
CZ3428D8	530489	2975FRFRT      	7/20/2018	180	11	11	100	14	11	100	12	4	50
CZ3428D8	530491	10WHIT1        	7/21/2018	72	11	11	100	14	5	100	14	11	100
CZ3428D8	530498	274AMEL        	7/20/2018	2500	11	11	100	11	5	100	12	5	100
CZ3428D8	530499	274AMEL        	7/24/2018	250	11	11	100	14	11	100	12	4	99
CZ3428D8	530501	274AMEL        	7/24/2018	60	11	11	100	14	11	100	14	11	100
CZ3428D8	530505	2975FRFRT      	7/24/2018	60	11	11	100	14	11	100	14	11	100
CZ3428D8	530509	4613SYSKY      	7/24/2018	60	11	11	100	14	11	100	14	11	100
CZ3429D8	530514	001LACK1       	7/25/2018	120	13	11	100	14	5	76	14	11	100
CZ3429D8	530515	10WHIT1        	7/19/2018	60	13	13	0	13	13	0	14	12	100
CZ3429D8	530518	274AMEL        	7/25/2018	48	13	11	100	13	13	0	14	12	100
CZ3429D8	530519	2975FRFRT      	7/19/2018	48	13	11	100	13	13	0	14	12	100
CZ3429D8	530520	4613SYSKY      	7/25/2018	48	13	13	0	14	11	100	14	11	100
CZ3558D8	530522	924PQLS        	7/20/2018	416	11	11	100	14	11	100	12	2	96
AC181SF8	530528	BLKBLACKA      	7/20/2018	4136	11	11	100	11	11	100	11	10	100
AC184SF8	530530	BLKBLACKA      	7/20/2018	4085	11	11	100	11	11	100	11	10	100
JJP286H8	530539	08GREYBO       	7/19/2018	1260	13	13	0	11	11	100	11	11	100
JJP286H8	530539	08GREYTO       	7/19/2018	1260	13	13	0	13	11	100	11	11	100
JJP286H8	530540	08GREYBO       	7/23/2018	732	13	13	0	11	11	100	11	1	97
JJP286H8	530540	08GREYTO       	7/24/2018	732	13	13	0	13	11	100	14	11	100
JJP286H8	530541	08GREYBO       	7/24/2018	3132	11	11	100	11	11	100	11	1	96
JJP286H8	530541	08GREYTO       	7/24/2018	3132	11	11	100	11	10	99	11	11	100
JJP286H8	530543	08GREYBO       	7/25/2018	360	13	13	0	11	11	100	11	11	100
JJP286H8	530543	08GREYTO       	7/25/2018	360	13	13	0	13	11	100	11	11	100
JJP287H8	530549	69NAVYBO       	7/19/2018	732	13	13	0	11	11	100	14	2	100
JJP287H8	530549	69NAVYTO       	7/19/2018	732	13	13	0	13	11	100	11	11	100
JJP287H8	530550	69NAVYBO       	7/20/2018	276	13	13	0	11	11	100	11	11	100
JJP287H8	530550	69NAVYTO       	7/20/2018	276	13	13	0	13	11	100	11	11	100
JJP287H8	530551	69NAVYBO       	7/23/2018	720	13	11	100	11	11	100	14	11	100
JJP287H8	530551	69NAVYTO       	7/23/2018	720	13	11	100	13	11	100	11	11	100
B22201A8	530823	BLACK          	7/23/2018	351	13	13	0	13	2	0	14	11	100
B22201A8	530823	NUDE           	7/23/2018	351	5	2	0	13	2	0	14	2	85
B22201A8	530823	WHITE          	7/23/2018	351	13	13	0	13	2	0	14	11	100
B22201A8	530824	BLACK          	7/19/2018	351	13	13	0	13	13	0	13	11	100
B22201A8	530824	NUDE           	7/19/2018	351	13	13	0	13	11	100	13	4	87
B22201A8	530824	WHITE          	7/20/2018	351	13	13	0	13	13	0	13	11	100
B22201A8	530828	NUDE           	7/19/2018	351	13	13	0	13	13	0	14	2	95
B22201A8	530828	WHITE          	7/19/2018	351	13	13	0	13	13	0	14	11	100
B22101A8	530831	NUDE 1         	7/19/2018	759	13	2	0	11	2	81	14	2	3
B22101A8	530831	WHITECOT       	7/19/2018	759	13	2	0	14	11	100	14	2	3
B22201A8	530832	BLACK          	7/20/2018	351	13	13	0	14	13	100	14	11	100
B22201A8	530832	NUDE           	7/20/2018	351	13	13	0	14	4	44	14	4	95
B22201A8	530832	WHITE          	7/20/2018	351	13	13	0	14	4	0	14	11	100
AC188SF8	530840	WINNPPRNT      	7/25/2018	1128	11	11	100	11	11	100	11	5	51
AC188SF8	530841	BLKBLACKA      	7/20/2018	5452	11	11	100	11	9	99	11	10	100
AC182SF8	530843	BLKBLACKA      	7/24/2018	2375	11	11	100	11	9	99	11	9	88
AC188SF8	530853	HTHGRY         	7/20/2018	2350	11	11	100	11	11	100	11	10	100
CN2136C8	531169	959FGNHTHR     	7/24/2018	1200	5	5	0	11	6	23	12	5	71
CN2136C8	531169	959SCAGRE      	7/24/2018	1200	11	11	100	11	5	1	12	5	71
CN2136C8	531172	959SCAGRE      	7/19/2018	1800	11	11	100	11	5	11	12	5	71
CZ1506D8	531193	10WHIT1        	7/19/2018	4796	11	11	100	14	5	71	12	5	71
CZ1504D8	531212	001LACK1       	7/20/2018	825	13	11	100	13	9	89	13	5	0
CN2136C8	531409	08BLACK        	7/20/2018	1500	11	11	100	11	2	22	12	5	71
CN2136C8	531409	08GYSKY        	7/21/2018	1500	11	11	100	11	2	1	12	5	71
CN2136C8	531420	957FBRI        	7/21/2018	2112	11	5	94	11	2	1	12	5	71
CN2136C8	531420	957MAJOLI      	7/23/2018	2112	7	7	0	11	5	22	12	5	71
O30409M8	531910	BARB3Y9W       	7/19/2018	6856	11	11	100	11	11	100	13	11	100
O30409M8	531912	TRORG09W6      	7/23/2018	2297	13	11	100	14	11	100	13	11	100
O30409M8	531913	28P7           	7/21/2018	9213	13	11	100	13	11	100	13	11	100
O30409M8	531914	LOV0D1Z        	7/19/2018	4900	11	11	100	13	11	100	13	11	100
O30409M8	531916	12334041GU     	7/21/2018	2459	11	11	100	11	11	100	13	11	100
O30409M8	531917	12334641GY     	7/21/2018	3921	11	11	100	13	11	100	13	11	100
O30409M8	531920	BRIGH94V9      	7/19/2018	6660	11	11	100	13	11	100	13	11	100
L34259M8	531926	PNKIVMQX       	7/23/2018	8074	11	11	100	14	11	100	11	11	100
L34259M8	531931	LOV0D1Z        	7/25/2018	5936	11	4	97	14	11	100	11	11	100
T151BH83	531979	BLACK018       	7/21/2018	9000	11	11	100	11	9	99	11	5	44
O34259M8	532004	LOV0D1Z        	7/20/2018	2648	11	11	100	11	11	100	11	11	100
O32784M8	532008	31852741LL     	7/23/2018	2110	11	6	66	11	11	100	11	11	100
O32784M8	532009	31852741LD     	7/24/2018	3915	11	11	100	11	7	99	11	11	100
O34266M8	532014	31852741TS     	7/23/2018	1335	11	11	100	11	11	100	11	11	100
O34266M8	532015	31852741LD     	7/21/2018	2485	11	11	100	11	11	100	11	11	100
O34260M8	532017	31852741LL     	7/19/2018	2890	11	11	100	11	11	100	11	11	100
O32786M8	532022	31852741LD     	7/19/2018	5250	13	11	100	14	11	100	13	11	100
T190BG83	532789	DARKN41000     	7/20/2018	2500	11	11	100	11	10	100	11	9	95
T190BG83	532789	GRAYHE         	7/25/2018	2500	11	11	100	11	9	99	11	9	81
T151BG83	532815	BLACK001C      	7/24/2018	3150	11	11	100	11	9	71	11	5	37
T151BG83	532824	DRKNAVY410     	7/25/2018	1050	9	9	0	11	9	70	11	5	21
JJP327F8	532873	08DARK         	7/24/2018	1269	7	7	0	14	2	49	11	2	89
JJP327F8	532873	08DARK1        	7/24/2018	1269	7	7	0	11	2	78	11	2	68
JJP327F8	532874	08DARK         	7/23/2018	4176	11	7	88	14	2	52	14	11	100
JJP327F8	532874	08DARK1        	7/23/2018	4176	7	7	0	11	2	42	14	11	100
JJP327F8	532875	10PINK8        	7/23/2018	3807	11	11	100	11	2	94	11	5	89
JJP327F8	532875	10PINK9        	7/23/2018	3807	11	11	100	11	2	78	11	2	68
JJP327F8	532876	10PINK8        	7/23/2018	5808	11	11	100	11	2	91	11	2	90
JJP327F8	532876	10PINK9        	7/23/2018	5808	11	11	100	11	2	68	11	2	69
JJP327F8	532888	08DARK         	7/25/2018	4728	7	4	0	11	2	36	11	2	86
JJP327F8	532888	08DARK1        	7/24/2018	4728	7	7	0	11	2	78	11	2	66
JJP327F8	532893	10PINK8        	7/24/2018	6600	11	7	55	11	2	94	11	2	86
JJP327F8	532893	10PINK9        	7/24/2018	6600	7	4	0	11	2	77	11	2	65
JJP327F8	532918	08DARK         	7/20/2018	840	11	5	59	11	5	28	12	5	89
JJP327F8	532918	08DARK1        	7/20/2018	840	5	5	0	11	5	12	12	2	89
JJP327F8	532919	08DARK         	7/19/2018	528	11	11	100	14	11	100	14	11	100
JJP327F8	532919	08DARK1        	7/19/2018	528	11	11	100	14	11	100	14	11	100
JJP327F8	532921	10PINK8        	7/20/2018	840	11	11	100	11	2	93	13	4	89
JJP327F8	532921	10PINK9        	7/20/2018	840	11	11	100	11	2	70	13	2	88
JJP327F8	532922	10PINK8        	7/20/2018	552	13	11	100	14	2	92	14	11	100
JJP327F8	532922	10PINK9        	7/20/2018	552	11	11	100	14	2	76	14	11	100
JJP327F8	532931	08DARK         	7/24/2018	12	13	13	0	14	2	30	14	2	89
JJP327F8	532931	08DARK1        	7/24/2018	12	13	13	0	13	2	30	14	2	68
JJP327F8	532932	10PINK8        	7/24/2018	12	13	13	0	13	2	30	14	2	89
JJP327F8	532932	10PINK9        	7/24/2018	12	13	13	0	13	2	30	14	2	68
JJP327F8	533164	08DARK         	7/24/2018	54	13	13	0	14	2	15	11	2	15
JJP327F8	533164	08DARK1        	7/24/2018	54	13	13	0	13	2	14	14	2	15
JJP327F8	533165	08DARK         	7/23/2018	48	13	13	0	14	2	27	11	2	90
JJP327F8	533165	08DARK1        	7/23/2018	48	13	13	0	13	2	27	11	2	69
JJP327F8	533166	08DARK         	7/23/2018	48	7	7	0	14	2	27	11	2	89
JJP327F8	533166	08DARK1        	7/23/2018	48	7	7	0	13	2	27	11	2	68
JJP327F8	533167	08DARK         	7/23/2018	24	7	7	0	14	2	29	11	2	84
JJP327F8	533167	08DARK1        	7/23/2018	24	7	7	0	13	2	28	11	2	68
JJP327F8	533176	08DARK         	7/24/2018	24	13	13	0	14	2	12	11	2	20
JJP327F8	533176	08DARK1        	7/24/2018	24	13	13	0	13	2	15	14	2	20
JJP327F8	533177	08DARK         	7/24/2018	24	13	13	0	14	2	13	11	2	20
JJP327F8	533177	08DARK1        	7/24/2018	24	13	13	0	13	2	17	14	2	20
JJP327F8	533179	10PINK8        	7/24/2018	24	13	13	0	13	2	35	11	2	89
JJP327F8	533179	10PINK9        	7/24/2018	24	13	13	0	11	2	32	11	2	68
JJP327F8	533181	08DARK         	7/24/2018	72	13	13	0	14	2	10	14	2	88
JJP327F8	533181	08DARK1        	7/24/2018	72	13	13	0	13	2	11	11	2	68
JJP327F8	533182	10PINK8        	7/24/2018	48	13	13	0	13	2	27	11	2	86
JJP327F8	533182	10PINK9        	7/24/2018	48	13	13	0	13	2	27	11	2	66
JJP327F8	533183	10PINK8        	7/23/2018	48	13	13	0	13	2	27	11	2	89
JJP327F8	533183	10PINK9        	7/23/2018	48	13	13	0	13	2	27	11	2	68
JJP327F8	533192	08DARK         	7/19/2018	864	11	11	100	13	5	28	13	5	9
JJP327F8	533192	08DARK1        	7/19/2018	864	11	11	100	11	5	12	13	5	40
JJP327F8	533199	10PINK8        	7/19/2018	2796	11	11	100	13	11	100	13	5	67
JJP327F8	533199	10PINK9        	7/19/2018	2796	11	11	100	13	11	100	13	5	11
JJP327F8	533203	10PINK8        	7/19/2018	924	13	13	0	11	5	28	14	5	93
JJP327F8	533203	10PINK9        	7/19/2018	924	13	13	0	11	5	12	14	5	35
JJP327F8	533204	10PINK8        	7/24/2018	54	13	13	0	11	2	35	11	2	89
JJP327F8	533204	10PINK9        	7/24/2018	54	13	13	0	13	2	28	11	2	68
JJP327F8	533205	10PINK8        	7/24/2018	72	13	13	0	13	2	35	14	2	88
JJP327F8	533205	10PINK9        	7/24/2018	72	13	13	0	11	2	29	11	2	68
JJP327F8	533206	10PINK8        	7/23/2018	24	11	11	100	13	2	29	11	2	89
JJP327F8	533206	10PINK9        	7/23/2018	24	11	11	100	13	2	28	11	2	68
JJP327F8	533211	08DARK         	7/19/2018	380	11	11	100	11	5	29	13	5	9
JJP327F8	533211	08DARK1        	7/19/2018	380	11	11	100	11	5	14	13	5	9
JJP327F8	533212	08DARK         	7/20/2018	924	5	5	0	11	5	26	11	5	89
JJP327F8	533212	08DARK1        	7/20/2018	924	5	5	0	13	5	9	11	5	68
JJP327F8	533225	10PINK8        	7/24/2018	24	13	13	0	13	2	36	14	2	20
JJP327F8	533225	10PINK9        	7/24/2018	24	13	13	0	11	2	31	14	2	20
CN1893D8	533683	900MP11        	7/19/2018	7040	5	5	0	11	2	32	12	5	73
CN1893D8	533683	900MWHITE      	7/21/2018	7040	5	5	0	11	2	25	12	5	73
AZZ04SF8	534125	TLTRCGRY       	7/22/2018	3	13	13	0	14	11	100	0	0	0
AZZ06SF8	534126	BLAKA2         	7/22/2018	3	13	13	0	14	11	100	0	0	0
AZZ06SF8	534128	TLTRCGRY       	7/22/2018	3	13	13	0	14	11	100	0	0	0
ABZ04SF8	534130	BLAKA2         	7/24/2018	3	13	13	0	13	11	100	0	0	0
AZZ06SF8	534131	DRBLUBLU       	7/22/2018	3	13	13	0	14	11	100	0	0	0
ABZ04SF8	534133	DRBLUBLU       	7/24/2018	3	13	13	0	11	11	100	0	0	0
AZZ04SF8	534134	DRBLUBLU       	7/22/2018	3	13	13	0	14	11	100	0	0	0
ABZ04SF8	534135	TLTRCGRY       	7/25/2018	3	13	13	0	11	11	100	0	0	0
AZZ04SF8	534136	BLAKA2         	7/22/2018	3	13	13	0	14	11	100	0	0	0
JJP316F8	534147	01OFFWH        	7/23/2018	144	11	11	100	13	2	21	13	5	93
JJP316F8	534147	01TARBT        	7/23/2018	144	11	11	100	13	2	8	13	5	93
JJP316F8	534151	01OFFWH        	7/23/2018	156	11	11	100	13	2	8	13	5	93
JJP316F8	534151	01TARBT        	7/23/2018	156	11	11	100	13	2	8	13	5	34
JJP316F8	534157	69BOTTOM       	7/24/2018	156	11	11	100	13	2	8	13	5	34
JJP316F8	534157	69TARTA        	7/24/2018	156	11	11	100	14	2	19	13	5	93
JJP316F8	534158	69BOTTOM       	7/24/2018	144	11	11	100	13	2	8	11	5	80
JJP316F8	534158	69TARTA        	7/24/2018	144	11	11	100	14	2	19	11	5	99
JJP316F8	534160	01OFFWH        	7/24/2018	456	11	11	100	11	2	30	11	5	99
JJP316F8	534160	01TARBT        	7/24/2018	456	11	11	100	11	2	10	11	5	80
JJP316F8	534166	69BOTTOM       	7/25/2018	456	11	11	100	11	2	14	13	5	33
JJP316F8	534166	69TARTA        	7/25/2018	456	11	11	100	14	2	33	13	5	92
JOS316F8	534167	01OFFWH        	7/23/2018	120	11	11	100	11	2	43	13	11	100
JOS316F8	534167	01TARBT        	7/23/2018	120	11	11	100	11	2	12	14	11	100
JOS316F8	534168	01OFFWH        	7/23/2018	672	11	11	100	11	2	40	13	5	92
JOS316F8	534168	01TARBT        	7/23/2018	672	11	11	100	13	2	7	14	5	92
JOS316F8	534169	69BOTTOM       	7/25/2018	180	11	11	100	13	2	12	11	5	78
JOS316F8	534169	69TARTA        	7/25/2018	180	11	11	100	14	2	42	11	5	96
JOS316F8	534170	69BOTTOM       	7/25/2018	1020	11	11	100	11	2	83	11	5	78
JOS316F8	534170	69TARTA        	7/25/2018	1020	11	11	100	11	2	93	11	5	96
AC188SF8	534174	DRBNPPRNT      	7/20/2018	12	11	11	100	11	11	100	11	5	67
AC188SF8	534175	HTRDEREDIN     	7/23/2018	12	11	11	100	11	11	100	11	11	100
AC188SF8	534176	MAPLESUG       	7/23/2018	12	11	11	100	11	11	100	11	11	100
AC188SF8	534177	NAVYBNV        	7/24/2018	12	11	11	100	11	11	100	11	9	83
AC188SF8	534179	QUAILL         	7/24/2018	5	4	4	0	11	11	100	0	0	0
AC181SF8	534180	WHTWHITEA      	7/20/2018	12	11	11	100	11	11	100	11	11	100
AC181SF8	534181	BLKBLACKA      	7/23/2018	12	11	11	100	11	9	99	11	11	100
AC188SF8	534182	BLKBLACKA      	7/24/2018	12	11	11	100	11	9	99	11	9	83
AC184SF8	534183	WINETASTNG     	7/20/2018	12	11	11	100	11	11	100	11	11	100
AC184SF8	534184	NAVYBNV        	7/20/2018	12	11	11	100	11	11	100	11	11	100
AC184SF8	534185	MAPLESUG       	7/20/2018	12	11	11	100	11	11	100	11	11	100
AC181SF8	534186	MAPLESUG       	7/20/2018	5	11	11	100	11	2	93	0	0	0
AC184SF8	534187	HTHGRY         	7/20/2018	12	11	11	100	11	11	100	11	11	100
AC184SF8	534188	BLKBLACKA      	7/20/2018	12	11	11	100	11	9	99	11	11	100
AC182SF8	534189	MAUINLUE       	7/23/2018	10	11	11	100	11	11	100	11	11	100
AC182SF8	534190	QUAILL         	7/23/2018	12	4	4	0	11	11	100	11	11	100
AC182SF8	534191	NAVYBNV        	7/24/2018	10	11	11	100	11	11	100	11	9	83
AC182SF8	534192	HTRDEREDIN     	7/24/2018	10	11	11	100	11	11	100	11	9	83
AC184SF8	534193	WINETASTNG     	7/20/2018	5	11	11	100	11	11	100	0	0	0
AC184SF8	534194	NAVYBNV        	7/20/2018	5	11	11	100	11	11	100	0	0	0
AC184SF8	534195	MAPLESUG       	7/20/2018	5	11	11	100	11	11	100	0	0	0
AC184SF8	534196	HTHGRY         	7/20/2018	5	11	11	100	11	11	100	0	0	0
AC181SF8	534198	HTHGRY         	7/20/2018	5	11	11	100	11	4	93	0	0	0
AC188SF8	534200	WINNPPRNT      	7/25/2018	12	11	11	100	11	11	100	11	5	50
AC188SF8	534201	WINNPPRNT      	7/25/2018	5	11	11	100	11	11	100	0	0	0
AC182SF8	534202	BLKBLACKA      	7/24/2018	12	11	11	100	11	9	99	11	9	83
AC188SF8	534203	MAUINLUE       	7/20/2018	12	11	11	100	11	11	100	11	11	100
AC182SF8	534204	DRBNPPRNT      	7/24/2018	10	11	11	100	11	11	100	11	9	83
AC182SF8	534205	WINETASTNG     	7/24/2018	10	11	11	100	11	11	100	11	9	83
AC182SF8	534206	MAPLESUG       	7/24/2018	12	11	11	100	11	11	100	11	9	83
AC182SF8	534207	WHTWHITEA      	7/24/2018	10	11	11	100	11	11	100	11	9	83
AC188SF8	534208	NAVYBNV        	7/24/2018	5	11	11	100	11	11	100	0	0	0
AC188SF8	534209	MAPLESUG       	7/20/2018	5	11	11	100	11	11	100	0	0	0
AC181SF8	534211	WHTWHITEA      	7/20/2018	5	11	11	100	11	11	100	0	0	0
AC181SF8	534217	WINETASTNG     	7/20/2018	5	11	11	100	11	2	93	0	0	0
AC182SF8	534219	DRBNPPRNT      	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC182SF8	534220	HTHGRY         	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC182SF8	534221	HTRDEREDIN     	7/23/2018	5	11	11	100	11	11	100	0	0	0
