Style	Schedule	ColorId	ProductionStartDate	OrderQty	FabHigherStatus	FabLowerStatus	FabStockPrecentage	STRIMHigherStatus	STRIMLowerStatus	STRIMStockPrecentage	PTRIMHigherStatus	PTRIMLowerStatus	PTRIMStockPrecentage
AC182SF8	534222	MAPLESUG       	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC182SF8	534223	MAUINLUE       	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC182SF8	534224	NAVYBNV        	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC182SF8	534225	QUAILL         	7/23/2018	5	4	4	0	11	11	100	0	0	0
AC182SF8	534226	WHTWHITEA      	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC182SF8	534227	WINETASTNG     	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC182SF8	534228	WINNPPRNT      	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC182SF8	534230	HTHGRY         	7/24/2018	10	11	11	100	11	11	100	11	9	83
AC182SF8	534231	WINNPPRNT      	7/24/2018	10	11	11	100	11	11	100	11	9	83
AC188SF8	534233	WHITE22        	7/20/2018	5	11	11	100	11	11	100	0	0	0
AC188SF8	534234	DESERROSE      	7/20/2018	5	11	11	100	11	10	99	0	0	0
AC188SF8	534235	HTHGRY         	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC188SF8	534236	HTRDEREDIN     	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC188SF8	534237	WINETASTNG     	7/23/2018	5	11	11	100	11	11	100	0	0	0
AC188SF8	534238	MAUINLUE       	7/20/2018	5	11	11	100	11	11	100	0	0	0
AC188SF8	534239	WHITE22        	7/20/2018	12	11	11	100	11	11	100	11	11	100
AC188SF8	534240	DESERROSE      	7/20/2018	12	11	11	100	11	10	99	11	11	100
AC188SF8	534241	HTHGRY         	7/23/2018	12	11	11	100	11	11	100	11	11	100
AC188SF8	534242	QUAILL         	7/24/2018	12	4	4	0	11	11	100	11	9	83
AC188SF8	534243	WINETASTNG     	7/23/2018	12	11	11	100	11	11	100	11	11	100
AC181SF8	534739	WINETASTNG     	7/20/2018	10	11	11	100	11	2	93	0	0	0
AC181SF8	534740	WINETASTNG     	7/20/2018	180	11	11	100	11	2	93	0	0	0
AC181SF8	534742	HTHGRY         	7/20/2018	10	11	11	100	11	4	93	0	0	0
AC181SF8	534743	MAPLESUG       	7/20/2018	10	11	11	100	11	2	93	0	0	0
AC188SF8	534744	WINETASTNG     	7/20/2018	240	11	11	100	11	11	100	0	0	0
SCU30197	535177	900MPHEEY      	7/21/2018	13600	5	5	0	11	5	100	14	5	55
SCU30197	535177	900MPWHTE      	7/25/2018	13600	5	5	0	11	2	70	14	5	52
SCU30197	535178	0001BLACK      	7/20/2018	30240	5	5	0	11	5	77	14	5	72
SCU40007	535183	0001BLACK      	7/21/2018	32960	5	5	0	14	5	71	14	6	100
JOS174F8	535184	15REDF         	7/24/2018	350	11	11	100	11	2	92	11	11	100
JOS174F8	535184	15REDF1        	7/24/2018	350	11	11	100	11	2	83	11	5	79
JOS174F8	535185	15REDF         	7/25/2018	168	13	11	100	14	2	49	11	2	86
JOS174F8	535185	15REDF1        	7/25/2018	168	13	13	0	11	2	8	14	2	66
JOS174F8	535186	15REDF         	7/24/2018	264	11	11	100	14	2	94	12	5	100
JOS174F8	535186	15REDF1        	7/24/2018	264	11	11	100	11	2	83	11	5	79
JOS174F8	535187	15REDF         	7/20/2018	732	11	11	100	11	5	39	12	11	100
JOS174F8	535187	15REDF1        	7/20/2018	732	11	11	100	13	5	6	14	11	100
JOS174F8	535198	15REDF         	7/23/2018	168	13	11	100	11	2	50	13	11	100
JOS174F8	535198	15REDF1        	7/23/2018	168	13	13	0	13	2	8	14	11	100
JOS174F8	535199	15REDF         	7/24/2018	24	13	13	0	14	2	40	11	11	100
JOS174F8	535199	15REDF1        	7/24/2018	24	13	13	0	13	2	15	11	5	79
JOS174F8	535200	69NAVY7        	7/23/2018	288	5	5	0	11	2	50	13	11	100
JOS174F8	535200	69NAVY8        	7/23/2018	288	5	5	0	13	2	8	14	11	100
JOS174F8	535201	69NAVY7        	7/23/2018	48	5	5	0	13	2	51	13	11	100
JOS174F8	535201	69NAVY8        	7/23/2018	48	5	5	0	11	2	20	13	11	100
JOS174F8	535202	69NAVY7        	7/23/2018	372	5	5	0	11	2	93	11	11	100
JOS174F8	535202	69NAVY8        	7/23/2018	372	5	5	0	11	2	83	11	5	79
JOS174F8	535203	69NAVY7        	7/25/2018	132	4	4	0	11	2	87	11	2	86
JOS174F8	535203	69NAVY8        	7/25/2018	132	4	4	0	11	2	52	14	2	66
JOS174F8	535204	69NAVY7        	7/24/2018	250	4	4	0	11	2	90	11	2	98
JOS174F8	535204	69NAVY8        	7/24/2018	250	4	4	0	11	2	52	11	2	77
JOS174F8	535205	69NAVY7        	7/23/2018	1104	5	4	0	11	2	87	12	11	100
JOS174F8	535205	69NAVY8        	7/23/2018	1104	5	4	0	11	2	60	12	5	100
NK006EU8	535908	SOLMULPINK     	7/19/2018	1062	13	13	0	13	11	100	13	13	0
NK006EU8	535908	SOLMULWHT      	7/20/2018	531	13	13	0	13	11	100	13	13	0
NK006EU8	535909	SOLIDMBLCK     	7/20/2018	268	13	13	0	13	9	0	13	13	0
NK006EU8	535909	SOLMULPINK     	7/20/2018	268	13	13	0	13	11	100	13	13	0
NK006EU8	535909	SOLMULWHT      	7/20/2018	134	13	13	0	13	11	100	13	13	0
NK013EU8	535920	WWHTE          	7/19/2018	100	11	11	100	11	9	99	11	11	100
NK034BU8	535921	WHEBLCK        	7/25/2018	100	11	9	92	14	2	99	11	11	100
NK036BU8	535923	BLCBLC         	7/19/2018	80	13	13	0	11	7	66	11	11	100
NK036BU8	535923	PINKPINK       	7/20/2018	80	13	13	0	11	7	67	11	11	100
NK036BU8	535924	WHEBLCK        	7/20/2018	100	13	13	0	11	7	66	11	11	100
NK036BU8	535924	WTEWTE         	7/20/2018	100	13	13	0	11	9	99	11	11	100
NK006EU8	535928	BBLACK         	7/20/2018	7410	11	11	100	11	2	34	11	11	100
NK013EU8	535937	BBLACK         	7/19/2018	1615	11	10	7	11	9	99	14	11	100
NK013EU8	535938	WWHTE          	7/20/2018	400	13	13	0	11	9	99	11	11	100
NK036BU8	535955	BLCBLC         	7/23/2018	320	13	11	100	11	2	66	11	11	100
NK036BU8	535955	PINKPINK       	7/23/2018	320	11	11	100	11	7	67	11	11	100
NK036BU8	535956	WHEBLCK        	7/24/2018	400	13	9	0	11	2	66	11	11	100
NK036BU8	535956	WTEWTE         	7/25/2018	400	11	11	100	11	9	99	11	11	100
NK002CU8	535972	PRINMELA       	7/20/2018	38	13	13	0	13	13	0	13	13	0
NK002CU8	535972	PRINTELA       	7/23/2018	38	13	13	0	13	13	0	13	13	0
NK002CU8	535972	PRINTMELA      	7/23/2018	38	13	13	0	13	11	100	13	13	0
NK002EU8	535973	BBLACK         	7/25/2018	3025	9	9	0	11	2	33	11	11	100
NK002CU8	535995	PNKPRNTDOT     	7/23/2018	148	11	11	100	13	13	0	13	13	0
NK002CU8	535995	PRINSOFT       	7/23/2018	148	11	11	100	13	13	0	13	13	0
NK002CU8	535995	PRNTSFTRIP     	7/23/2018	148	11	11	100	13	13	0	13	13	0
NK002CU8	535996	PRINMELA       	7/24/2018	151	13	13	0	13	13	0	13	13	0
NK002CU8	535996	PRINTELA       	7/24/2018	151	13	13	0	13	13	0	13	13	0
NK002CU8	535996	PRINTMELA      	7/24/2018	151	13	13	0	13	11	100	13	13	0
NK002CU8	535997	PRINTBLAC      	7/24/2018	32	13	13	0	13	11	100	13	13	0
NK002CU8	535997	PRINTBLDOT     	7/24/2018	32	13	13	0	13	13	0	13	13	0
NK002CU8	535997	PRNTAC         	7/24/2018	32	13	13	0	13	13	0	13	13	0
NK004EU8	536013	WWHTE          	7/24/2018	1160	11	11	100	11	9	33	11	11	100
NK001EU8	536034	SOLMULPINK     	7/19/2018	602	11	11	100	13	11	100	13	13	0
NK001EU8	536034	SOLMULWHT      	7/19/2018	301	11	11	100	13	11	100	13	13	0
NK001EU8	536035	SOLIDMBLCK     	7/19/2018	148	13	13	0	11	9	31	11	11	100
NK001EU8	536035	SOLMULPINK     	7/19/2018	148	13	13	0	11	11	100	11	11	100
NK001EU8	536035	SOLMULWHT      	7/19/2018	74	13	13	0	11	9	100	11	11	100
NK001EU8	536036	WWHTE          	7/19/2018	275	13	13	0	11	9	100	11	11	100
NK002CU8	536037	PNKPRNTDOT     	7/24/2018	37	13	13	0	11	9	50	11	11	100
NK002CU8	536037	PRINSOFT       	7/24/2018	37	13	13	0	11	9	100	11	11	100
NK002CU8	536037	PRNTSFTRIP     	7/24/2018	37	13	13	0	11	9	50	11	11	100
NK002CU8	536038	PRINTBLAC      	7/24/2018	126	13	13	0	11	2	49	11	11	100
NK002CU8	536038	PRINTBLDOT     	7/24/2018	126	13	13	0	11	9	50	11	11	100
NK002CU8	536038	PRNTAC         	7/24/2018	126	13	13	0	11	9	50	11	11	100
NK004EU8	536045	BBLACK         	7/24/2018	1045	13	13	0	11	2	32	14	11	100
NK004EU8	536046	SOLIDMBLCK     	7/25/2018	642	9	9	0	11	2	32	11	11	100
NK004EU8	536046	SOLMULPINK     	7/25/2018	642	11	11	100	11	11	100	11	11	100
CN1951E8	536389	0010BLACK      	7/25/2018	113625	5	5	0	11	5	0	11	2	33
O38504M8	536654	BRIGH94V9      	7/23/2018	3057	11	11	100	11	11	100	11	11	100
O38504M8	536655	0BK09354A2     	7/23/2018	6500	11	11	100	11	7	99	11	11	100
O38504M8	536657	EMPIRE3YRR     	7/25/2018	3996	11	11	100	11	6	87	11	11	100
O38503M8	536661	57M51          	7/25/2018	2911	11	11	100	11	11	100	11	11	100
O38503M8	536662	CONF96V        	7/25/2018	2492	11	11	100	11	11	100	11	11	100
O29308M8	536664	AMETHY3        	7/21/2018	1382	11	11	100	11	11	100	14	11	100
O29308M8	536665	RSELS3NYX      	7/20/2018	1263	11	11	100	14	2	100	14	11	100
O29308M8	536666	EVRGRE         	7/20/2018	1897	11	2	100	14	11	100	14	11	100
O30409M8	536688	PINKBN11T0     	7/24/2018	5317	11	11	100	11	11	100	11	11	100
O30409M8	536689	123417C        	7/24/2018	3186	11	11	100	11	11	100	13	11	100
O30409M8	536690	123417C50      	7/19/2018	2658	13	11	100	11	11	100	11	11	100
O30409M8	536692	28P7           	7/20/2018	9272	11	11	100	11	11	100	13	11	100
L19285M8	536718	123538C51      	7/23/2018	2000	11	11	100	11	7	73	11	11	100
L19285M8	536720	123538C50      	7/25/2018	2000	11	11	100	11	5	72	11	11	100
L29308M8	536738	0BK09354A2     	7/21/2018	39535	11	11	100	11	7	100	2	1	0
L29308M8	536746	123VNX         	7/24/2018	27225	11	11	100	11	11	100	2	2	0
L29308M8	536747	BLCKPEARL9     	7/19/2018	27115	11	11	100	11	2	100	13	11	100
L33202M8	536755	PINKBN11T0     	7/24/2018	16697	11	11	100	11	11	100	13	11	100
L38503M8	536758	57M51          	7/20/2018	14525	11	11	100	11	11	100	13	11	100
L38505M8	536774	0BK09354A2     	7/19/2018	20025	11	11	100	13	11	100	13	13	0
L30409M8	536818	34Y1           	7/23/2018	20170	11	7	48	11	11	100	11	11	100
L30409M8	536819	ALMOST65H8     	7/24/2018	11511	11	11	100	11	11	100	11	11	100
L30409M8	536821	57M51          	7/25/2018	12313	11	11	100	11	11	100	11	11	100
L30409M8	536823	123417C        	7/25/2018	8427	13	11	100	11	11	100	11	11	100
L30409M8	536825	123417C50      	7/20/2018	8109	11	11	100	11	11	100	11	11	100
L30409M8	536829	123417C        	7/20/2018	4000	11	11	100	13	11	100	11	11	100
L30409M8	536830	123417C50      	7/19/2018	4000	11	11	100	11	11	100	13	13	0
L30409M8	536833	28P7           	7/21/2018	17190	13	11	100	11	11	100	11	11	100
L30409M8	536835	57M51          	7/25/2018	4000	11	11	100	13	11	100	13	11	100
L30409M8	536837	BLCKPEARL9     	7/23/2018	13092	11	7	29	11	11	100	11	11	100
L30409M8	536839	BRIGH94V9      	7/25/2018	15280	11	7	35	11	2	92	11	11	100
L30409M8	536842	PINKBN11T0     	7/21/2018	4000	11	11	100	13	11	100	13	13	0
JJS137F8	537709	69NAVY4        	7/23/2018	690	13	13	0	13	1	8	14	2	2
JJS137F8	537713	69NAVY4        	7/25/2018	270	13	13	0	14	1	8	13	10	0
P185524K	537778	PTRYB3Z27      	7/19/2018	45002	11	11	100	14	11	100	11	11	100
K181391K	537795	F171251        	7/21/2018	5152	11	11	100	11	5	100	11	11	100
K180257K	537814	U1804AJL       	7/19/2018	4781	11	11	100	13	11	100	13	13	0
TKU02BE8	538326	DARKN41000     	7/21/2018	1605	11	11	100	11	10	99	11	2	81
JJS131F8	538406	09BLAC2        	7/24/2018	120	11	5	57	14	1	74	11	4	100
JJT131F8	538974	09BLAC2        	7/24/2018	210	10	5	0	11	11	100	11	11	100
JJT129F8	538976	03GREY1        	7/23/2018	1260	11	10	84	11	10	100	11	11	100
JJT131F8	538994	60LTBL         	7/25/2018	630	10	7	0	11	11	100	11	9	96
JJT131F8	538995	09BLAC2        	7/24/2018	90	10	5	0	11	11	100	11	11	100
JJT138F8	538999	63BLUE1        	7/23/2018	60	13	2	0	11	11	100	13	11	100
JJT131F8	539038	03GREY2        	7/23/2018	450	10	5	0	11	10	100	11	11	100
JJT131F8	539039	09BLAC2        	7/22/2018	90	10	5	0	11	11	100	11	11	100
JJT131F8	539040	09BLAC2        	7/24/2018	300	10	5	0	11	11	100	11	11	100
JJT131F8	539041	09BLAC2        	7/24/2018	240	10	5	0	11	11	100	11	11	100
JJT138F8	539050	63BLUE1        	7/22/2018	180	11	2	9	11	11	100	13	11	100
T152CR14	539351	DARHKGRN88     	7/20/2018	430	11	11	100	13	5	59	13	5	8
T152CR14	539351	DRKNAVY410     	7/21/2018	430	10	10	0	13	5	59	13	5	8
T152CR14	539351	VIBANROAL8     	7/21/2018	430	11	11	100	13	5	59	13	5	8
T150CR14	539590	QY7ZU          	7/23/2018	22412	11	11	100	14	5	32	11	2	49
T150CR14	539598	FP54X          	7/19/2018	1620	11	11	100	13	5	2	13	9	2
T150CR14	539599	FP54X          	7/21/2018	6600	11	9	98	11	5	32	14	2	44
T190CR14	540088	BLACK07        	7/20/2018	765	13	13	0	13	2	0	13	11	100
T191CR14	540094	BLACK07        	7/19/2018	10833	11	11	100	14	5	97	13	2	55
O32784M8	540328	31852741LL     	7/25/2018	2790	11	6	66	11	5	100	11	11	100
O34260M8	540329	31852741LL     	7/19/2018	2880	11	6	82	11	11	100	11	11	100
T152BF84	540331	BLUEGR         	7/25/2018	40	9	9	0	11	9	95	11	5	41
T152BF84	540331	DARKNA1        	7/25/2018	40	9	9	0	11	9	95	11	5	41
T152BF8I	540371	GRAPHI3        	7/20/2018	40	13	13	0	13	13	0	13	5	0
T152BF8I	540371	LICORI1        	7/20/2018	40	13	13	0	13	13	0	13	5	0
T152BF8I	540371	ONYX011        	7/20/2018	40	13	13	0	13	13	0	13	5	0
T152BF8I	540371	RED6003        	7/20/2018	40	13	13	0	13	13	0	13	5	0
JJA069S9	540710	00WHITE        	7/21/2018	210	5	5	0	9	5	0	9	2	0
JJA069S9	540711	03GMARL        	7/21/2018	210	5	5	0	9	5	0	9	2	0
JJA069S9	540712	09BLCK         	7/21/2018	210	5	5	0	9	5	0	9	2	0
JJA069S9	540713	69NVTY         	7/21/2018	210	5	5	0	9	5	0	9	2	0
K19831Y8	541063	COCOAP         	7/19/2018	3600	13	11	100	11	5	98	14	13	100
K19831Y8	541064	HTWHTI         	7/20/2018	3900	13	11	100	14	5	97	14	13	100
P19831Y8	541083	COCOAP         	7/19/2018	27590	11	2	81	11	11	100	14	11	100
P19831Y8	541084	HTWHTI         	7/20/2018	29889	11	11	100	14	5	100	14	11	100
T152BJ84	541403	BLUEGR         	7/24/2018	1200	9	9	0	11	9	97	11	2	52
T152BJ84	541403	DARKNA1        	7/24/2018	1200	9	9	0	11	9	97	11	2	54
T152BJ84	541403	PETROL1        	7/24/2018	1200	9	9	0	11	9	97	11	2	55
T152BJ84	541403	YACHTC         	7/24/2018	1200	9	9	0	11	9	97	11	2	55
NK007EU8	541777	SONKFTPINK     	7/20/2018	4	11	10	15	11	10	34	14	11	100
NK009EU8	541779	SONKFTPINK     	7/19/2018	4	11	10	10	11	10	33	11	11	100
NK010EU8	541780	PNALNUDE       	7/20/2018	4	11	10	11	11	11	100	11	11	100
JJT131F8	541794	03GREY2        	7/24/2018	150	10	5	0	11	10	100	11	11	100
JJT131F8	541796	03GREY2        	7/24/2018	30	10	5	0	11	10	100	11	11	100
JJT131F8	541801	03GREY2        	7/24/2018	390	13	10	0	11	10	100	11	11	100
JJT131F8	541805	03GREY2        	7/25/2018	1920	10	5	0	11	10	100	11	9	96
JJT131F8	541807	60LTBL         	7/23/2018	720	10	10	0	11	11	100	11	11	100
JJT131F8	541812	60LTBL         	7/23/2018	1200	10	10	0	11	11	100	11	11	100
JJT131F8	541821	60LTBL         	7/23/2018	7440	10	7	0	11	11	100	11	11	100
JJT131F8	541823	60LTBL         	7/23/2018	1680	13	13	0	11	11	100	13	13	0
JJT131F8	541824	03GREY2        	7/24/2018	180	13	10	0	13	13	0	13	13	0
JJT131F8	541825	03GREY2        	7/24/2018	480	13	10	0	13	13	0	13	13	0
JJT131F8	541828	09BLAC2        	7/23/2018	1440	10	5	0	11	11	100	11	11	100
JJT131F8	541830	03GREY2        	7/25/2018	1200	13	10	0	13	11	100	13	11	100
JJT131F8	541834	60LTBL         	7/25/2018	720	13	13	0	11	11	100	11	2	95
JJT131F8	541839	60LTBL         	7/22/2018	4080	13	10	0	13	11	100	13	11	100
JJT131F8	541841	09BLAC2        	7/22/2018	960	10	5	0	11	11	100	11	11	100
JJT131F8	541842	60LTBL         	7/23/2018	960	10	7	0	11	11	100	13	13	0
JJT131F8	541846	60LTBL         	7/22/2018	1680	10	10	0	11	11	100	11	11	100
JJT131F8	541853	60LTBL         	7/25/2018	1920	10	7	0	11	11	100	11	9	96
JJT131F8	541855	60LTBL         	7/19/2018	6720	10	10	0	13	11	100	13	11	100
JJT131F8	541864	03GREY2        	7/22/2018	480	13	10	0	11	10	100	11	11	100
JJT131F8	541867	03GREY2        	7/22/2018	180	13	10	0	11	10	100	11	11	100
JJT131F8	541872	03GREY2        	7/23/2018	270	10	5	0	11	10	100	11	11	100
JJT131F8	541883	60LTBL         	7/24/2018	3360	10	7	0	11	11	100	11	11	100
JJT131F8	541885	60LTBL         	7/25/2018	5760	10	5	0	11	7	99	11	9	96
T173BB84	542103	JETBK17000     	7/24/2018	4800	11	11	100	11	9	99	11	9	90
T173BB84	542103	ROUGE94        	7/24/2018	2400	11	11	100	11	9	100	11	9	95
JJT129F8	542349	69NAVY2        	7/24/2018	480	11	5	10	11	11	100	11	11	100
JJT129F8	542351	69NAVY2        	7/24/2018	4560	11	5	10	11	11	100	11	11	100
TK203BJ8	542615	BLACK07        	7/24/2018	2700	11	5	18	11	9	99	11	2	57
TK203BJ8	542617	DARKN41000     	7/24/2018	1850	11	11	100	11	9	98	11	5	52
TK203BJ8	542617	POWB45000      	7/24/2018	1850	11	5	31	11	2	45	11	5	36
TK203BJ8	542617	STEELG         	7/24/2018	1850	11	5	12	11	2	60	11	5	36
TK203BJ8	542619	WHITE10000     	7/24/2018	2475	11	4	23	11	5	25	11	2	36
TK203BJ8	542621	DARKN41000     	7/24/2018	850	11	11	100	11	5	54	11	5	36
TK203BJ8	542621	OAIS32401      	7/24/2018	850	10	5	0	11	2	45	11	2	36
TK203BJ8	542621	STARDU1        	7/24/2018	850	11	5	12	11	2	55	11	5	36
TK202BJ8	542623	DARKN41000     	7/24/2018	1000	11	11	100	11	5	15	11	5	42
TK202BJ8	542623	POWB45000      	7/24/2018	1000	5	5	0	11	2	1	11	2	42
TK202BJ8	542623	STEELG         	7/24/2018	1000	5	5	0	11	2	1	11	5	42
TK202BJ8	542625	BLACK07        	7/24/2018	2475	5	2	0	11	5	11	11	2	42
TK202BJ8	542627	BLU40000       	7/24/2018	1850	11	11	100	11	5	7	11	5	49
TK202BJ8	542627	DARKN41000     	7/24/2018	1850	11	11	100	11	5	6	11	5	49
TK202BJ8	542627	MAH08          	7/24/2018	1850	11	11	100	11	5	7	11	5	48
TK202BJ8	542629	WHITE10000     	7/24/2018	2475	5	5	0	11	5	3	11	5	35
TK204BJ8	542631	BLUE400000     	7/24/2018	475	11	11	100	11	5	17	11	5	12
TK204BJ8	542631	DARK410000     	7/24/2018	950	11	11	100	11	5	4	11	5	12
TK204BJ8	542631	MAH08          	7/24/2018	475	11	11	100	11	5	2	11	2	12
TK204BJ8	542633	WHIT100000     	7/24/2018	1700	5	5	0	11	5	2	11	2	14
JJT129F8	542775	69NAVY2        	7/24/2018	150	11	5	10	11	11	100	11	11	100
JJT129F8	542777	69NAVY2        	7/24/2018	3120	11	5	10	11	1	86	11	4	100
JJT129F8	542779	69NAVY2        	7/22/2018	4560	11	5	10	11	1	86	11	11	100
JJT129F8	542783	69NAVY2        	7/25/2018	480	11	5	10	11	11	100	11	9	96
JJT129F8	542785	69NAVY2        	7/25/2018	1200	11	5	10	11	11	100	11	1	84
JJT129F8	542792	69NAVY2        	7/19/2018	630	11	10	10	11	11	100	11	11	100
JJT129F8	542793	69NAVY2        	7/19/2018	1680	13	10	0	11	11	100	11	11	100
JJT129F8	542794	69NAVY2        	7/22/2018	60	13	5	0	11	11	100	11	11	100
JJT129F8	542805	71PURP         	7/24/2018	4560	11	11	100	11	10	88	13	11	100
JJT129F8	542806	71PURP         	7/25/2018	1200	13	13	0	11	10	82	11	9	96
JJT129F8	542842	69NAVY2        	7/22/2018	480	13	5	0	11	11	100	11	11	100
JJT129F8	542844	69NAVY2        	7/22/2018	1200	13	5	0	11	11	100	11	11	100
JJT129F8	542845	69NAVY2        	7/24/2018	60	13	5	0	11	11	100	11	11	100
JJT129F8	542848	69NAVY2        	7/22/2018	3600	13	5	0	11	11	100	11	11	100
JJT129F8	542850	69NAVY2        	7/24/2018	5520	11	5	2	11	11	100	11	9	97
JJT129F8	542851	69NAVY2        	7/24/2018	270	11	5	10	11	11	100	11	11	100
JJT129F8	542856	71PURP         	7/25/2018	480	13	13	0	11	10	82	11	9	96
JJT129F8	542858	71PURP         	7/23/2018	4560	13	13	0	11	1	79	11	11	100
L03811Q8	543227	AQUATI         	7/20/2018	30773	11	7	5	11	11	100	11	11	100
L03811Q8	543229	CLN84L01       	7/20/2018	36958	11	7	5	11	11	100	14	11	100
L03812Q8	543240	AQUATI         	7/25/2018	22303	11	7	6	14	11	100	14	11	100
L03812Q8	543241	KIR28P         	7/24/2018	34815	13	5	0	13	11	100	14	11	100
L03812Q8	543243	BLACK020       	7/20/2018	18728	11	11	100	14	11	100	14	11	100
L03810Q8	543246	28P7           	7/19/2018	31376	13	5	4	13	11	100	11	11	100
L03810Q8	543250	NEW1W3         	7/24/2018	18677	11	11	100	11	11	100	11	11	100
L03810Q8	543252	CLN84L01       	7/24/2018	5492	11	7	7	11	11	100	11	11	100
L03810Q8	543257	28P7           	7/19/2018	5492	13	13	0	13	11	100	13	11	100
CN1564C8	543258	612RYM1        	7/19/2018	514	5	5	0	11	5	50	12	5	43
CN1564C8	543260	612RYM1        	7/20/2018	2000	5	5	0	14	2	40	14	2	43
O03811Q8	543297	AQUATI         	7/20/2018	1544	11	7	5	11	11	100	14	11	100
O03810Q8	543303	CLN84L01       	7/24/2018	3570	11	7	6	14	11	100	11	11	100
O03810Q8	543304	28P7           	7/19/2018	4095	11	5	6	13	11	100	13	11	100
JJT136F8	543942	1OFFWHI        	7/20/2018	960	11	7	9	11	10	53	14	5	83
JJT136F8	543948	69NAVYD        	7/19/2018	4800	7	5	0	11	11	100	14	5	94
JJT136F8	543952	1OFFWHI        	7/19/2018	480	11	7	9	11	10	53	11	5	89
JJT136F8	543954	1OFFWHI        	7/19/2018	3840	11	7	9	11	10	53	11	5	86
JJT137F8	543965	69NAVY4        	7/20/2018	1200	13	13	0	13	10	99	13	10	98
JJT137F8	543967	69NAVY4        	7/20/2018	960	13	13	0	13	7	52	13	10	98
CZ1289C7	544092	90WCACK        	7/19/2018	2355	11	11	100	11	2	42	12	2	100
CZ1289C7	544092	90WCTER        	7/20/2018	2355	11	11	100	11	2	43	12	2	100
CZ1289C7	544092	9WCEDGREY      	7/21/2018	2355	11	11	100	11	2	43	12	2	100
CZ1289C7	544093	001WWWHTE      	7/23/2018	1266	11	11	100	11	2	41	12	2	100
CZ1290C7	544098	90WCACK        	7/21/2018	2984	11	11	100	11	2	49	12	2	100
CZ1290C7	544098	90WCTER        	7/23/2018	2984	11	11	100	11	2	50	12	2	100
CZ1290C7	544098	9WCEDGREY      	7/24/2018	2984	11	11	100	11	2	50	12	2	100
CZ4183D7	544111	962BEDWARE     	7/19/2018	2418	11	11	100	11	2	73	12	11	100
CZ4183D7	544112	0001BLACK      	7/20/2018	192	11	11	100	11	2	71	12	11	100
CZ4183D7	544113	100WHITEA      	7/20/2018	140	5	5	0	11	2	59	12	11	100
CZ4183D7	544114	961WBATHER     	7/20/2018	30	5	5	0	14	2	60	12	11	100
CZ4183D7	544114	961WBBLACK     	7/20/2018	30	11	11	100	14	2	71	12	11	100
CZ4183D7	544114	961WBWHITE     	7/20/2018	60	5	5	0	11	2	59	12	11	100
CZ4183D7	544115	962BEDBLDE     	7/20/2018	35	11	11	100	14	2	61	12	11	100
CZ4183D7	544115	962BEDBLUE     	7/20/2018	35	11	11	100	11	2	60	12	11	100
CZ4183D7	544115	962BEDNAVY     	7/20/2018	35	11	11	100	11	2	61	12	11	100
CZ4183D7	544115	962BEDWARE     	7/20/2018	35	11	11	100	11	2	72	12	11	100
TKU02BK8	544123	DARKN41000     	7/24/2018	500	11	11	100	11	9	68	14	5	62
TKU02BK8	544124	GRAY004000     	7/24/2018	500	11	11	100	11	9	68	11	5	57
TKU02BK8	544125	MAH08          	7/24/2018	500	11	11	100	11	10	71	11	5	46
TKU02BK8	544126	WHITE10000     	7/24/2018	500	11	9	75	11	10	71	11	5	46
CZ4183D7	544395	0001BLACK      	7/20/2018	7256	11	11	100	11	2	60	12	2	100
TK191BK8	544453	BLACK07        	7/24/2018	930	11	11	100	11	9	98	11	5	52
TK191BK8	544454	DARKN41000     	7/24/2018	379	11	11	100	11	9	99	11	5	52
TK191BK8	544454	GRAYHE         	7/24/2018	379	11	11	100	11	9	98	11	5	52
TK191BK8	544454	MAH08          	7/24/2018	379	11	11	100	11	9	100	11	5	52
TK191BK8	544455	BL4640         	7/24/2018	150	11	11	100	11	2	97	11	5	52
TK191BK8	544455	BLU40000       	7/24/2018	150	11	11	100	11	2	97	11	5	52
TK191BK8	544455	DARKN41000     	7/24/2018	150	11	10	4	11	9	99	11	5	52
JJT138F8	544471	09BLAC3        	7/23/2018	720	13	13	0	13	5	20	13	11	100
JOW129F8	544729	69NAVY2        	7/25/2018	300	2	2	0	11	7	75	11	2	50
JJT131F8	544925	03GREY2        	7/24/2018	119	10	5	0	11	9	74	11	4	52
JJT131F8	544925	09BLAC2        	7/25/2018	153	10	5	0	11	9	74	11	4	52
JJT131F8	544925	60LTBL         	7/25/2018	238	10	5	0	11	9	74	11	4	52
JJT131F8	544928	03GREY2        	7/24/2018	350	10	5	0	11	9	74	11	4	52
JJT131F8	544928	09BLAC2        	7/24/2018	450	10	5	0	11	9	74	11	4	52
JJT131F8	544928	60LTBL         	7/24/2018	700	10	7	0	11	9	74	11	4	52
JJT129F8	545378	03GREY1        	7/24/2018	270	11	10	10	11	1	74	11	2	50
JJT129F8	545379	03GREY1        	7/25/2018	720	11	10	10	11	1	74	11	2	50
