1744,14,9,2473,46,0,0,store,0
1745,14,9,2474,0,0,0,store,0
1746,14,9,2475,23,0,0,store,0
1747,14,9,2476,0,0,0,store,0
1748,14,9,2477,24,0,0,store,0
1749,14,9,2478,98,0,0,store,0
1750,14,9,2479,0,0,0,store,0
1751,14,9,2480,1,0,0,store,0
1752,14,9,2481,0,0,0,store,0
1753,14,9,2482,97,0,0,store,0
1754,14,9,2483,86,0,0,store,0
1755,14,9,2484,15,0,0,store,0
1756,14,9,2485,17,0,0,store,0
1757,14,9,2486,48,0,0,store,0
1758,14,9,2487,1,0,0,store,0
1759,14,9,2488,0,0,0,store,0
1760,14,9,2489,2,0,0,store,0
1761,14,9,2490,30,0,0,store,0
1762,14,9,2491,80,0,0,store,0
1763,14,9,2492,0,0,0,store,0
1764,14,9,2493,0,0,0,store,0
1765,14,9,2494,36,0,0,store,0
1766,14,9,2495,8,0,0,store,0
1767,14,9,2496,30,0,0,store,0
1768,14,9,2497,61,0,0,store,0
1769,14,9,2498,23,0,0,store,0
1770,14,9,2499,10,0,0,store,0
1771,14,9,2500,38,0,0,store,0
1772,14,9,2501,25,0,0,store,0
1773,14,9,2502,7,0,0,store,0
1774,14,9,2503,0,0,0,store,0
1775,14,9,2504,0,0,0,store,0
1776,14,9,2505,0,0,0,store,0
1777,14,9,2506,0,0,0,store,0
1778,14,9,2507,0,0,0,store,0
1779,14,9,2508,89,0,0,store,0
1780,14,9,2509,10,0,0,store,0
1781,14,9,2510,15,0,0,store,0
1782,14,9,2511,1,0,0,store,0
1783,14,9,2512,44,0,0,store,0
1784,14,9,2513,4,0,0,store,0
1785,14,9,2514,78,0,0,store,0
1786,14,9,2515,1,0,0,store,0
1787,14,9,2516,22,0,0,store,0
1788,14,9,2517,2,0,0,store,0
1789,14,9,2518,0,0,0,store,0
1790,14,9,2519,0,0,0,store,0
1791,14,9,2520,0,0,0,store,0
1792,14,9,2521,74,0,0,store,0
1793,14,9,2522,49,0,0,store,0
1794,14,9,2523,15,0,0,store,0
1795,14,9,2524,3,0,0,store,0
1796,14,9,2525,0,0,0,store,0
1797,14,9,2526,1,0,0,store,0
1798,14,9,2527,46,0,0,store,0
1799,14,9,2528,0,0,0,store,0
1800,14,9,2529,44,0,0,store,0
1801,14,9,2530,20,0,0,store,0
1802,14,9,2531,49,0,0,store,0
1803,14,9,2532,25,0,0,store,0
1804,14,9,2533,1,0,0,store,0
1805,14,9,2534,1,0,0,store,0
1806,14,9,2535,3,0,0,store,0
1807,14,9,2536,5,0,0,store,0
1808,14,9,2537,49,0,0,store,0
1809,14,9,2538,24,0,0,store,0
1810,14,9,2539,79,0,0,store,0
1811,14,9,2540,2,0,0,store,0
1812,14,9,2541,5,0,0,store,0
1813,14,9,2542,0,0,0,store,0
1814,14,9,2543,0,0,0,store,0
1815,14,9,2544,0,0,0,store,0
1816,14,9,2545,0,0,0,store,0
1817,14,9,2546,0,0,0,store,0
1818,14,9,2547,0,0,0,store,0
1819,14,9,2548,5,0,0,store,0
1820,14,9,2549,49,0,0,store,0
1821,14,9,2550,24,0,0,store,0
1822,14,9,2551,79,0,0,store,0
1823,14,9,2552,2,0,0,store,0
1824,14,9,2553,19,0,0,store,0
1825,14,9,2554,1,0,0,store,0
1826,14,9,2555,0,0,0,store,0
1827,14,9,2556,0,0,0,store,0
1828,14,9,2557,0,0,0,store,0
1829,14,9,2558,0,0,0,store,0
1830,14,9,2559,0,0,0,store,0
1831,14,9,2560,0,0,0,store,0
1832,14,9,2561,6,0,0,store,0
1833,14,9,2562,2,0,0,store,0
1834,14,9,2563,0,0,0,store,0
1835,14,9,2564,5,0,0,store,0
1836,14,9,2565,0,0,0,store,0
