id,date_time,item_category,item_name,item_description,uom_id,units,store_id,user_id,cost,
2640,2018-03-06,9,NP lift cock Indian Make First Quality Heavey Duty 12.7mm Seiko / senior / nice / equvelent,,12,1,14,0,31,
2641,2018-03-06,9,Long Body PVC Plastic Tap 12.0mm ISI Make,,10,1,14,0,0,
2642,2018-03-06,9,"HDPE pipe (PE 100 Grage) 16.00Kg/sqcm OD 
25 mm Nandi / Super flow / equvelant",,10,1,14,0,0,
2643,2018-03-06,9,"HDPE pipe (PE 100 Grage) 16.00Kg/sqcm OD 
32 mm Nandi / Super flow / equvelant",,10,1,14,0,0,
2644,2018-03-06,9,HDPE pipe (PE 100 Grage) 8.00Kg/sqcm OD 40 mm Nandi / Super flow / equvelant,,10,1,14,0,0,
2645,2018-03-06,9,HDPE pipe (PE 100 Grage) 8.00Kg/sqcm OD 50 mm Nandi / Super flow / equvelant,,10,1,14,0,0,
2646,2018-03-06,9,HDPE pipe (PE 100 Grage) 8.00Kg/sqcm OD 63 mm Nandi / Super flow / equvelant,,10,1,14,0,0,
2647,2018-03-06,9,HDPE pipe (PE 100 Grage) 8.00Kg/sqcm OD 75 mm Nandi / Super flow / equvelant,,10,1,14,0,0,
2648,2018-03-06,9,HDPE pipe (PE 100 Grage) 8.00Kg/sqcm OD 90 mm Nandi / Super flow / equvelant,,10,1,14,0,80,
2649,2018-03-06,9,HDPE pipe (PE 100 Grage) 8.00Kg/sqcm OD 110 mm Nandi / Super flow / equvelant,,10,1,14,0,28,
2650,2018-03-06,9,HDPE pipe (PE 100 Grage) 8.00Kg/sqcm OD 125 mm Nandi / Super flow / equvelant,,10,1,14,0,0,
2651,2018-03-06,9,HDPE pipe (PE 100 Grage) 8.00Kg/sqcm OD 140 mm Nandi / Super flow / equvelant,,10,1,14,0,0,
2652,2018-03-06,9,HDPE pipe (PE 100 Grage) 8.00Kg/sqcm OD 160 mm Nandi / Super flow / equvelant,,10,1,14,0,0,
2653,2018-03-06,9,MS flanges OD 50 mm Nandi / Super flow / equvelant,,12,1,14,0,2,
2654,2018-03-06,9,MS flanges OD 63 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2655,2018-03-06,9,MS flanges OD 75 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2656,2018-03-06,9,MS flanges OD 90 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2657,2018-03-06,9,MS flanges OD 110 mm Nandi / Super flow / equvelant,,12,1,14,0,12,
2658,2018-03-06,9,MS flanges OD 125 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2659,2018-03-06,9,MS flanges OD 140 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2660,2018-03-06,9,End caps OD 50 mm Nandi / Super flow / equvelant,,12,1,14,0,8,
2661,2018-03-06,9,End caps OD 63 mm Nandi / Super flow / equvelant,,12,1,14,0,2,
2662,2018-03-06,9,End caps OD 75 mm Nandi / Super flow / equvelant,,12,1,14,0,4,
2663,2018-03-06,9,End caps OD 90 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2664,2018-03-06,9,End caps OD 110 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2665,2018-03-06,9,End caps OD 125 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2666,2018-03-06,9,End caps OD 140 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2667,2018-03-06,9,Reducers 50X63 OD 50 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2668,2018-03-06,9,Reducers 63X75 OD 63 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2669,2018-03-06,9,Reducers 75X90 OD 75 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2670,2018-03-06,9,Reducers 90X110 OD 90 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2671,2018-03-06,9,Reducers 110X125 OD 110 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2672,2018-03-06,9,Reducers 125X140 OD 125 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2673,2018-03-06,9,Reducers 140X160 OD 140 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2674,2018-03-06,9,Hdpe tee OD 50 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2675,2018-03-06,9,Hdpe tee OD 63 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2676,2018-03-06,9,Hdpe tee OD 75 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2677,2018-03-06,9,Hdpe tee OD 90 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2678,2018-03-06,9,Hdpe tee OD 110 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2679,2018-03-06,9,Hdpe tee OD 125 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2680,2018-03-06,9,Hdpe tee OD 140 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2681,2018-03-06,9,Bends OD 50 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2682,2018-03-06,9,Bends OD 63 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2683,2018-03-06,9,Bends OD 75 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2684,2018-03-06,9,Bends OD 90 mm Nandi / Super flow / equvelant ,,12,1,14,0,0,
2685,2018-03-06,9,Bends OD 110 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2686,2018-03-06,9,Bends OD 125 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2687,2018-03-06,9,Bends OD 140 mm Nandi / Super flow / equvelant,,12,1,14,0,0,
2688,2018-03-06,9,Pipes 15 mm Asirwad / Ajay / astra flow guard,,10,1,14,0,0,
2689,2018-03-06,9,Pipes 20 mm Asirwad / Ajay / astra flow guard,,10,1,14,0,6,
2690,2018-03-06,9,Pipes 25 mm Asirwad / Ajay / astra flow guard,,10,1,14,0,149,
2691,2018-03-06,9,Pipes 32 mm Asirwad / Ajay / astra flow guard,,10,1,14,0,21,
2692,2018-03-06,9,Pipes 40 mm Asirwad / Ajay / astra flow guard,,10,1,14,0,3,
2693,2018-03-06,9,Pipes 50 mm Asirwad / Ajay / astra flow guard,,10,1,14,0,12,
2694,2018-03-06,9,Converter bushing 15 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2695,2018-03-06,9,Converter bushing 20 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2696,2018-03-06,9,Converter bushing 25 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2697,2018-03-06,9,Converter bushing 32 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2698,2018-03-06,9,Converter bushing 40 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2699,2018-03-06,9,Converter bushing 50 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2700,2018-03-06,9,Tank nippal 15 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2701,2018-03-06,9,Tank nippal 20 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2702,2018-03-06,9,Tank nippal 25 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,2,
2703,2018-03-06,9,Tank nippal 32 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,2,
2704,2018-03-06,9,Tank nippal 40 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2705,2018-03-06,9,Tank nippal 50 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,2,
2706,2018-03-06,9,Union 15 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2707,2018-03-06,9,Union 20 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2708,2018-03-06,9,Union 25 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2709,2018-03-06,9,Union 32 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2710,2018-03-06,9,Union 40 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2711,2018-03-06,9,Union 50 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2712,2018-03-06,9,Tee 15 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2713,2018-03-06,9,Tee 20 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2714,2018-03-06,9,Tee 25 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,28,
2715,2018-03-06,9,Tee 32 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,7,
2716,2018-03-06,9,Tee 40 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2717,2018-03-06,9,Tee 50 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,4,
2718,2018-03-06,9,End cap 15 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2719,2018-03-06,9,End cap 20 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2720,2018-03-06,9,End cap 25 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2721,2018-03-06,9,End cap 32 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2722,2018-03-06,9,End cap 40 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2723,2018-03-06,9,End cap 50 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2724,2018-03-06,9,Cross Tee 15 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2725,2018-03-06,9,Cross Tee 20 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2726,2018-03-06,9,Cross Tee 25 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2727,2018-03-06,9,Tee holder 15X15X15 15 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2728,2018-03-06,9,Tee holder 20X20X15 20 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2729,2018-03-06,9,Tee holder 25X25X15 25 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2730,2018-03-06,9,Ball valve 15 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
2731,2018-03-06,9,Ball valve 20 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,4,
2732,2018-03-06,9,Ball valve 25 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,2,
2733,2018-03-06,9,Ball valve 32 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,1,
2734,2018-03-06,9,Ball valve 40 mm Asirwad / Ajay / astra flow guard,,12,1,14,0,0,
