Module,Team Count,Value Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
55,2,PP_PCS,0,0,0,1839,3679,3679,0,948,1905,2859,3557,3255,2555,0,0,0,0,2555,2553,2555,0,2555,2555,2555,2555,0,2552,0,2555,2555,2555
55,2,PEF_PER,0,0,0,70,70,70,0,44,35,52,70,62,55,0,0,0,0,55,55,55,0,55,55,55,55,0,55,0,55,55,55
55,2,SAH_HRS,0,0,0,84,168,168,0,42,84,126,157,152,132,0,0,0,0,132,132,132,0,132,132,132,132,0,132,0,132,132,132
56,2,PP_PCS,0,0,0,540,1627,3692,0,3692,3687,2829,2385,2555,2555,0,0,0,0,2555,2554,2555,0,2555,2555,2555,2555,0,2547,0,2555,2555,2555
56,2,PEF_PER,0,0,0,68,70,70,0,70,70,70,55,55,55,0,0,0,0,55,55,55,0,55,55,55,55,0,55,0,55,55,55
56,2,SAH_HRS,0,0,0,30,74,168,0,168,168,129,123,132,132,0,0,0,0,132,132,132,0,132,132,132,132,0,132,0,132,132,132
57,2,PP_PCS,0,0,287,191,2851,1920,0,3679,3679,3679,2514,2555,2555,0,0,0,0,2555,1223,1825,0,2866,3907,4165,3295,0,2555,0,2555,2555,2555
57,2,PEF_PER,0,0,70,70,70,70,0,70,70,70,62,55,55,0,0,0,0,55,34,31,0,48,66,70,62,0,55,0,55,55,55
57,2,SAH_HRS,0,0,13,9,130,88,0,168,168,168,127,132,132,0,0,0,0,132,57,74,0,116,158,168,148,0,132,0,132,132,132
58,2,PP_PCS,0,0,107,0,1758,0,0,0,0,0,2385,2555,2555,0,0,0,0,2555,2554,2555,0,2555,2555,2555,2555,0,2557,0,2555,2555,2555
58,2,PEF_PER,0,0,70,0,70,0,0,0,0,0,55,55,55,0,0,0,0,55,55,55,0,55,55,55,55,0,55,0,55,55,55
58,2,SAH_HRS,0,0,7,0,111,0,0,0,0,0,123,132,132,0,0,0,0,132,132,132,0,132,132,132,132,0,132,0,132,132,132
59,2,PP_PCS,0,75,232,624,2982,2983,0,2986,2984,2982,2480,2555,2555,0,0,0,0,2555,2555,2547,0,2555,2555,2555,2555,0,2552,0,2555,2555,2555
59,2,PEF_PER,0,70,64,70,70,70,0,70,70,70,62,55,55,0,0,0,0,55,55,55,0,55,55,55,55,0,55,0,55,55,55
59,2,SAH_HRS,0,5,13,35,168,168,0,168,168,168,131,132,132,0,0,0,0,132,132,132,0,132,132,132,132,0,132,0,132,132,132
60,2,PP_PCS,0,0,82,0,2026,3818,0,3818,3818,2744,2385,2555,2555,0,0,0,0,2555,2552,2555,0,2555,2555,2555,1989,0,2555,0,2555,2555,2555
60,2,PEF_PER,0,0,44,0,63,70,0,70,70,70,55,55,55,0,0,0,0,55,55,55,0,55,55,55,55,0,55,0,55,55,55
60,2,SAH_HRS,0,0,4,0,89,168,0,168,168,121,123,132,132,0,0,0,0,132,132,132,0,132,132,132,103,0,132,0,132,132,132
61,2,PP_PCS,0,0,0,26,369,3189,0,3679,2278,0,2385,2555,2555,0,0,0,0,2555,2555,2555,0,2555,2555,2555,2555,0,2551,0,2555,2555,2555
61,2,PEF_PER,0,0,0,70,43,61,0,70,70,0,55,55,55,0,0,0,0,55,55,55,0,55,55,55,55,0,55,0,55,55,55
61,2,SAH_HRS,0,0,0,1,17,146,0,168,104,0,123,132,132,0,0,0,0,132,132,132,0,132,132,132,132,0,132,0,132,132,132
62,2,PP_PCS,0,0,0,0,546,1383,0,2126,2873,1249,2385,2555,2555,0,0,0,0,2555,2390,1302,0,1870,1360,2410,3460,0,2771,0,2555,2555,2555
62,2,PEF_PER,0,0,0,0,15,32,0,50,67,70,55,55,55,0,0,0,0,55,28,19,0,21,23,40,58,0,62,0,55,55,55
62,2,SAH_HRS,0,0,0,0,31,78,0,120,162,70,123,132,132,0,0,0,0,132,123,45,0,65,54,96,138,0,137,0,132,132,132
48,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,1380,2070,2761,0,2762,0,2762,2762,2762
48,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,52,70,0,70,0,70,70,70
48,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,84,126,168,0,168,0,168,168,168
21,2,PP_PCS,0,0,0,0,1825,4154,0,4156,4154,4157,3877,4148,4154,0,0,0,0,4157,4154,4154,0,1393,1741,2351,2583,0,2748,0,2916,3078,3104
21,2,PEF_PER,0,0,0,0,70,70,0,70,70,70,70,70,70,0,0,0,0,70,70,70,0,48,39,53,58,0,62,0,66,69,70
21,2,SAH_HRS,0,0,0,0,83,189,0,189,189,189,176,189,189,0,0,0,0,189,189,189,0,78,106,143,157,0,167,0,177,187,189
31,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,PP_PCS,0,0,0,0,3290,4157,0,4158,4155,4148,3877,4154,4148,0,0,0,0,4154,4154,4154,0,4154,4156,4153,4154,0,4154,0,4149,4152,4154
2,2,PEF_PER,0,0,0,0,70,70,0,70,70,70,70,70,70,0,0,0,0,70,70,70,0,70,70,70,70,0,70,0,70,70,70
2,2,SAH_HRS,0,0,0,0,150,189,0,189,189,189,176,189,189,0,0,0,0,189,189,189,0,189,189,189,189,0,189,0,189,189,189
19,2,PP_PCS,0,0,0,0,2606,4154,0,3711,4154,4154,3877,4153,4153,0,0,0,0,4142,4154,4154,0,4154,3540,0,0,0,0,0,0,0,0
19,2,PEF_PER,0,0,0,0,70,70,0,70,70,70,70,70,70,0,0,0,0,70,70,70,0,70,70,0,0,0,0,0,0,0,0
19,2,SAH_HRS,0,0,0,0,119,189,0,169,189,189,176,189,189,0,0,0,0,188,189,189,0,189,161,0,0,0,0,0,0,0,0
15,2,PP_PCS,0,0,0,0,2159,0,0,1582,3171,3168,2956,3168,3168,0,0,0,0,3168,3168,3168,0,3168,3168,3168,3168,0,3168,0,3168,3170,3169
15,2,PEF_PER,0,0,0,0,70,0,0,35,70,70,70,70,70,0,0,0,0,70,70,70,0,70,70,70,70,0,70,0,70,70,70
15,2,SAH_HRS,0,0,0,0,132,0,0,94,189,189,176,189,189,0,0,0,0,189,189,189,0,189,189,189,189,0,189,0,189,189,189
26,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,1830,2440
26,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,55
26,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,111,148
42,2,PP_PCS,0,0,0,0,3185,3692,0,1391,1641,2210,2258,2574,2730,0,0,0,0,2886,2905,2905,0,2905,2909,2905,2905,0,2905,0,2905,2891,2891
42,2,PEF_PER,0,0,0,0,70,70,0,48,40,53,58,62,66,0,0,0,0,70,70,70,0,70,70,70,70,0,70,0,70,70,70
42,2,SAH_HRS,0,0,0,0,145,168,0,75,95,128,131,149,158,0,0,0,0,167,168,168,0,168,168,168,168,0,168,0,168,167,167
3,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,PP_PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,PEF_PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,SAH_HRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
